ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,28.54,27.34,0.00,27.85
2016 Primary,11.14,10.35,0.00,10.69
2016 Primary Runoff,7.31,5.75,0.00,6.42
2016 General,52.87,57.17,50.00,55.29
2018 Primary,10.89,10.14,0.00,10.46
2018 Primary Runoff,7.02,6.25,0.00,6.58
2018 General,46.73,49.48,37.50,48.25
