ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,19.60,19.80,25.00,19.72
2016 Primary,9.90,8.81,0.00,9.26
2016 Primary Runoff,4.60,5.42,0.00,5.07
2016 General,46.54,47.18,14.29,46.84
2018 Primary,8.17,7.73,0.00,7.90
2018 Primary Runoff,5.90,4.12,0.00,4.88
2018 General,41.54,41.98,12.50,41.72
