ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.91,38.20,0.00,39.52
2016 Primary,33.33,32.86,0.00,33.09
2016 Primary Runoff,13.26,12.77,0.00,13.01
2016 General,64.95,68.02,0.00,66.52
2018 Primary,25.97,22.44,0.00,24.16
2018 Primary Runoff,19.29,18.83,0.00,19.05
2018 General,61.73,60.00,100.0,60.87
