ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.92,37.19,0.00,38.98
2016 Primary,35.85,31.78,0.00,33.72
2016 Primary Runoff,15.91,13.47,0.00,14.64
2016 General,67.00,67.83,100.0,67.48
2018 Primary,22.43,18.17,0.00,20.16
2018 Primary Runoff,20.26,15.78,0.00,17.87
2018 General,61.90,61.53,75.00,61.73
