ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,35.01,32.63,0.00,33.68
2016 Primary,47.19,44.19,0.00,45.51
2016 Primary Runoff,0.00,0.00,0.00,0.00
2016 General,64.95,64.81,0.00,64.87
2018 Primary,28.39,29.62,0.00,29.07
2018 Primary Runoff,34.68,34.31,0.00,34.48
2018 General,57.18,58.53,0.00,57.92
