PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
COLWELL,30.50,29.60,0.00,30.01
FAIRPLAY,21.28,18.12,0.00,19.67
FLINTHILL,24.80,21.54,0.00,23.00
HEMPTOWN,22.46,20.30,0.00,21.33
HOTHOUSE,25.97,22.44,0.00,24.16
MINERAL BLUFF,25.32,22.51,0.00,23.86
MOBILE,28.88,25.98,0.00,27.32
MORGANTON,25.09,22.96,0.00,23.99
NOONTOOTLA,30.56,26.51,0.00,28.57
SKENIAH,32.05,26.87,0.00,29.66
SUGAR CREEK,22.43,18.17,0.00,20.16
TOCCOA,21.24,19.64,0.00,20.37
TOTAL,24.61,21.75,0.00,23.10
