PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ELBERTON,1.00,73.00,85.00,0.00,7.00,6.00,0.00,2.00,0.00,0.00,13.00,24.00,0.00,8.00,10.00,0.00,1067.0,800.0,0.00,1055.0,632.0,3783.0
LONGSTREET,0.00,15.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,232.0,201.0,0.00,70.00,51.00,584.0
ELIAM,0.00,16.00,15.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,290.0,249.0,0.00,75.00,65.00,715.0
PETERSBURG,1.00,3.00,7.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,151.0,152.0,0.00,16.00,8.00,342.0
WYCHE,0.00,10.00,16.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,397.0,364.0,0.00,149.0,117.0,1063.0
MOSS-RUCKERSVILLE,0.00,7.00,15.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,173.0,151.0,0.00,34.00,31.00,418.0
PIKE,0.00,33.00,40.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,0.00,4.00,6.00,0.00,460.0,442.0,0.00,257.0,232.0,1492.0
GAINES,0.00,15.00,13.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,238.0,228.0,0.00,8.00,5.00,515.0
GOSHEN,1.00,34.00,45.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,5.00,7.00,0.00,5.00,1.00,0.00,632.0,561.0,0.00,105.0,88.00,1488.0
WEBBSBORO,0.00,5.00,7.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,158.0,155.0,0.00,33.00,27.00,391.0
CENTERVILLE,0.00,23.00,24.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,15.00,7.00,0.00,3.00,3.00,0.00,389.0,364.0,1.00,65.00,62.00,959.0
TOTAL,3.00,234.0,278.0,0.00,18.00,17.00,0.00,4.00,0.00,0.00,55.00,54.00,0.00,25.00,22.00,0.00,4187.0,3667.0,1.00,1867.0,1318.0,11750.0
