AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.20,2.33,0.00,0.00,3.34,1.60,2.94
25-29,0.00,3.07,5.45,0.00,8.33,4.80,2.55,4.03
30-34,7.69,6.98,2.44,0.00,9.09,5.24,3.42,5.31
35-39,0.00,7.77,0.00,0.00,0.00,6.79,1.57,5.74
40-44,0.00,12.56,0.00,0.00,7.69,8.78,3.57,8.38
45-49,0.00,13.14,3.57,25.00,0.00,11.32,15.05,11.78
50-54,0.00,21.79,0.00,0.00,0.00,17.35,4.11,15.94
55-59,0.00,26.06,5.00,0.00,50.00,23.72,4.17,22.26
60-64,0.00,32.57,21.43,0.00,66.67,22.73,15.38,25.13
65-OVER,25.00,38.61,16.67,0.00,0.00,29.10,19.23,29.91
TOTAL,2.56,15.91,3.57,6.67,6.06,13.70,5.37,12.44
