AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,2.49,4.31,2.9,0.0,6.36,4.07,0.0,0.0,9.09,0.0,4.05,0.84,0.0,2.13,6.78,11.54,8.94,9.42,3.14,6.82,5.12,5.95
25-29,0.94,3.93,3.41,0.0,4.64,2.86,0.0,0.0,12.5,0.0,2.94,1.65,0.0,2.25,2.56,0.0,7.83,8.55,0.0,5.46,4.72,5.59
30-34,1.89,6.86,5.84,0.0,11.3,6.67,0.0,0.0,0.0,0.0,5.79,4.81,0.0,1.35,4.41,20.0,12.05,13.12,0.0,9.56,6.68,9.15
35-39,2.22,8.44,5.37,0.0,10.23,8.47,0.0,33.33,0.0,0.0,0.88,7.25,0.0,2.17,9.3,33.33,18.32,18.74,0.0,14.71,9.6,13.14
40-44,0.0,10.14,8.42,50.0,8.7,18.0,0.0,0.0,33.33,0.0,8.82,7.41,0.0,9.38,9.38,14.29,20.72,21.13,11.54,19.16,13.47,16.72
45-49,0.0,11.67,8.17,0.0,10.17,10.71,0.0,0.0,50.0,0.0,8.97,9.76,0.0,4.65,0.0,0.0,23.34,23.32,0.0,26.31,20.78,21.41
50-54,3.7,14.77,10.48,50.0,17.07,13.79,0.0,33.33,0.0,0.0,7.94,16.98,0.0,17.78,7.69,25.0,28.24,28.88,3.85,31.1,27.15,26.7
55-59,3.45,18.9,13.92,0.0,25.0,12.12,0.0,25.0,100.0,0.0,15.79,10.42,0.0,11.76,21.43,42.86,31.26,33.98,6.67,37.11,31.9,31.61
60-64,5.56,22.43,15.29,0.0,25.0,15.15,0.0,0.0,20.0,0.0,10.53,9.76,0.0,12.96,15.38,0.0,37.95,38.96,26.67,44.58,39.78,38.17
65-OVER,7.89,20.0,23.8,0.0,25.0,19.64,0.0,12.5,0.0,0.0,13.68,17.28,0.0,16.11,16.36,0.0,42.83,49.9,5.56,48.1,49.27,44.72
TOTAL,2.44,10.26,8.02,10.53,12.28,9.14,0.0,6.15,12.5,0.0,6.7,7.25,0.0,8.27,8.32,13.16,27.19,29.07,3.67,24.98,22.27,22.59
