AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.17,0.00,0.00,0.00,5.85,1.74,4.49
25-29,0.00,3.05,0.00,0.00,0.00,3.50,3.23,3.23
30-34,0.00,3.70,4.17,0.00,0.00,9.11,10.00,8.01
35-39,0.00,5.61,0.00,0.00,0.00,8.98,4.55,8.00
40-44,0.00,7.84,0.00,0.00,0.00,14.78,4.17,13.04
45-49,0.00,9.89,0.00,0.00,0.00,15.56,0.00,13.81
50-54,0.00,12.00,0.00,0.00,50.00,19.76,15.38,18.21
55-59,0.00,17.36,0.00,0.00,0.00,22.74,8.00,20.87
60-64,0.00,25.21,0.00,0.00,0.00,27.34,7.69,26.38
65-OVER,0.00,26.69,20.00,0.00,0.00,28.86,20.00,28.34
TOTAL,0.00,13.14,1.69,0.00,5.26,17.88,5.61,16.23
