PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1713,2.170,13.44,0.00,0.00,0.00,16.16,6.670,14.35
1923,0.00,20.47,3.230,0.00,3.450,13.08,5.370,13.28
1933,20.83,16.72,6.450,0.00,13.64,16.70,9.130,15.81
1943,33.33,9.920,4.760,0.00,25.00,20.08,6.500,18.29
2713,9.090,21.88,24.14,0.00,21.43,31.54,23.80,30.51
2923,10.53,26.39,14.29,0.00,23.53,32.66,23.53,31.24
2933,26.09,19.05,23.08,0.00,5.260,31.20,22.45,30.03
2943,3.570,22.22,3.570,0.00,25.00,31.85,19.18,30.02
2953,100.0,0.00,12.50,0.00,20.00,32.44,26.19,31.34
3713,0.00,12.74,7.060,0.00,12.12,10.52,6.990,10.27
3723,0.00,10.48,10.53,0.00,0.00,14.44,7.610,12.74
3733,15.00,14.46,6.780,0.00,16.67,17.73,7.510,16.16
3743,7.840,20.54,7.410,0.00,17.65,15.71,9.110,15.29
4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4913,0.00,10.10,3.280,0.00,17.24,13.13,5.870,11.37
4923,4.760,13.07,5.880,0.00,7.690,15.41,7.430,13.19
4933,0.00,10.71,6.580,0.00,22.73,11.16,3.360,9.960
5913,6.670,15.07,2.630,0.00,6.670,19.64,6.250,15.92
5923,0.00,9.170,5.000,0.00,11.43,18.96,7.320,13.21
5933,0.00,9.360,0.00,0.00,2.560,7.850,2.010,8.260
5943,0.00,6.060,5.560,0.00,0.00,10.58,2.600,6.890
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,6.930,12.01,6.860,0.00,11.56,20.97,10.22,17.59
