PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ELLIJAY SOUTH,21.64,21.62,0.00,21.62
CARTECAY,29.90,27.62,0.00,28.72
TAILS CREEK,16.78,16.50,0.00,16.62
TOWN CREEK,19.92,19.42,0.00,19.63
LEACHES,20.81,19.76,0.00,20.25
CHERRY LOG,24.37,24.70,0.00,24.53
BOARDTOWN,29.13,25.00,25.00,27.02
MOUNTAINTOWN,25.49,22.55,0.00,23.98
EAST ELLIJAY,24.58,20.70,0.00,22.49
ELLIJAY NORTH,22.36,24.01,0.00,23.25
YUKON,23.77,21.27,0.00,22.52
BIG CREEK,26.74,27.12,0.00,26.89
ELLIJAY NORTHEAST,25.48,25.47,0.00,25.44
99999,0.00,0.00,0.00,0.00
TOTAL,23.55,22.48,5.88,22.98
