AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.630,5.260,5.020,16.67,2.170,5.670,1.680,4.740
25-29,0.00,2.880,3.920,0.00,0.00,4.650,2.540,4.110
30-34,0.00,3.060,5.470,0.00,3.850,6.540,3.160,5.820
35-39,1.820,6.590,4.080,0.00,0.00,9.390,5.540,8.580
40-44,0.00,9.270,6.480,0.00,9.090,12.79,3.860,11.47
45-49,0.00,9.380,1.940,0.00,11.11,13.66,6.610,12.40
50-54,5.710,16.80,9.780,0.00,20.00,17.18,8.580,16.24
55-59,2.780,19.17,7.840,0.00,11.11,20.01,7.770,18.60
60-64,9.090,20.54,5.130,0.00,30.77,26.78,6.700,24.67
65-OVER,6.380,31.06,11.39,0.00,23.08,36.42,15.85,34.36
TOTAL,2.510,13.53,5.700,3.450,8.300,17.91,5.910,15.98
