AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.830,2.330,0.00,16.67,7.430,2.880,6.040
25-29,0.00,1.830,0.00,0.00,0.00,6.290,2.260,4.690
30-34,0.00,5.180,0.00,0.00,0.00,10.95,4.000,8.820
35-39,0.00,8.710,5.260,0.00,0.00,13.79,5.130,11.86
40-44,0.00,12.56,0.00,0.00,12.50,16.96,13.04,15.38
45-49,0.00,22.97,6.250,0.00,0.00,23.25,4.500,21.47
50-54,0.00,24.88,0.00,0.00,40.00,23.38,6.300,21.79
55-59,0.00,27.82,14.29,100.0,0.00,29.23,11.30,27.31
60-64,0.00,30.24,0.00,0.00,25.00,35.92,11.11,33.14
65-OVER,10.00,36.56,0.00,0.00,30.00,42.21,19.89,40.23
TOTAL,1.540,18.60,2.170,10.00,12.82,25.06,7.450,22.00
