PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
DOUGLAS,3.92,20.55,4.42,0.00,7.59,14.17,3.98,15.35
AMBROSE,25.00,11.94,10.00,0.00,0.00,13.51,0.00,12.65
BRIDGETOWN,0.00,14.49,0.00,0.00,0.00,23.88,0.00,20.49
BROXTON,0.00,19.50,4.26,0.00,0.00,14.12,3.70,14.44
NICHOLLS,0.00,10.42,3.57,0.00,11.11,9.70,4.67,9.34
WEST GREEN,0.00,10.34,16.67,0.00,0.00,15.82,0.00,15.15
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,4.17,19.34,4.85,0.00,6.48,13.91,3.62,14.59
