AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.23,8.70,0.00,0.00,9.84,2.38,8.91
25-29,0.00,5.00,0.00,0.00,0.00,6.52,4.76,5.85
30-34,0.00,10.83,7.14,0.00,0.00,13.30,4.17,11.62
35-39,0.00,11.32,0.00,0.00,20.00,16.21,4.44,13.55
40-44,20.00,24.72,0.00,0.00,0.00,19.23,23.08,20.18
45-49,0.00,18.48,25.00,0.00,100.0,22.12,21.21,21.34
50-54,0.00,30.56,0.00,0.00,0.00,22.22,9.38,22.77
55-59,0.00,31.13,0.00,0.00,33.33,20.74,25.81,23.29
60-64,0.00,45.83,20.00,0.00,0.00,30.59,33.33,33.56
65-OVER,0.00,34.31,20.00,0.00,16.67,35.41,38.46,34.87
TOTAL,3.03,22.37,6.67,0.00,11.11,20.93,14.50,20.34
