PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
DISTRICT 1A,22.79,20.65,0.00,21.51
DISTRICT 1B,19.21,22.86,0.00,21.24
DISTRICT 2,27.63,23.80,0.00,25.61
DISTRICT 3,15.63,16.77,0.00,16.21
DISTRICT 4,19.34,17.24,0.00,18.23
DISTRICT 5,18.05,17.19,0.00,17.60
88888,0.00,0.00,0.00,0.00
TOTAL,20.11,19.38,0.00,19.71
