AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.57,2.44,0.00,2.78,4.14,1.86,3.20
25-29,0.00,4.12,0.00,0.00,0.00,2.40,1.29,2.17
30-34,0.00,4.63,0.00,0.00,0.00,5.29,2.50,4.74
35-39,0.00,7.84,6.67,0.00,0.00,6.44,4.38,6.14
40-44,0.00,6.19,16.67,0.00,0.00,8.06,4.88,7.51
45-49,7.69,8.55,0.00,0.00,8.33,9.13,5.11,8.60
50-54,0.00,5.17,0.00,0.00,11.11,13.21,8.97,12.36
55-59,28.57,12.60,8.33,100.0,10.00,16.01,10.43,15.30
60-64,0.00,15.25,0.00,0.00,0.00,19.53,13.99,18.78
65-OVER,11.76,18.09,15.79,33.33,29.41,23.24,15.76,22.42
TOTAL,4.72,10.13,4.60,9.09,5.17,13.35,6.15,12.10
