AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.370,0.00,0.00,0.00,11.49,7.690,8.820
25-29,0.00,2.410,0.00,0.00,0.00,10.70,5.560,7.750
30-34,16.67,6.060,40.00,0.00,0.00,20.51,8.330,16.41
35-39,0.00,11.11,0.00,0.00,0.00,22.56,8.330,19.32
40-44,0.00,6.860,0.00,0.00,0.00,24.74,13.64,20.39
45-49,0.00,17.89,0.00,0.00,0.00,27.34,14.81,24.40
50-54,0.00,9.480,20.00,0.00,66.67,35.12,0.00,29.11
55-59,40.00,18.84,0.00,0.00,0.00,38.34,31.82,33.93
60-64,0.00,20.39,0.00,0.00,0.00,50.23,21.05,43.56
65-OVER,14.29,28.95,33.33,0.00,50.00,45.95,9.680,42.83
TOTAL,9.090,13.11,10.53,0.00,16.00,32.56,11.11,27.46
