AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.59,0.00,0.00,0.00,5.25,1.86,4.18
25-29,0.00,1.26,0.00,0.00,0.00,3.86,5.06,3.31
30-34,0.00,2.06,7.69,0.00,0.00,5.11,0.00,4.12
35-39,0.00,5.79,0.00,0.00,0.00,8.63,3.39,7.60
40-44,0.00,6.77,0.00,0.00,0.00,9.14,4.55,8.25
45-49,0.00,7.44,12.50,0.00,0.00,10.02,6.25,9.25
50-54,0.00,9.60,0.00,0.00,0.00,15.58,12.50,14.15
55-59,0.00,15.42,20.00,0.00,20.00,17.62,12.07,16.94
60-64,7.69,14.21,0.00,0.00,0.00,22.74,12.70,21.01
65-OVER,0.00,18.35,0.00,0.00,14.29,27.90,18.71,26.38
TOTAL,0.94,9.45,3.16,0.00,5.71,17.28,7.85,15.34
