AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.59,3.88,0.00,2.27,4.93,1.78,3.88
25-29,0.00,2.66,4.82,0.00,6.25,6.37,2.83,4.53
30-34,12.50,6.75,2.99,0.00,0.00,9.18,5.92,7.81
35-39,5.00,8.95,1.64,0.00,13.04,12.30,5.06,10.29
40-44,8.70,11.05,8.51,0.00,10.00,14.21,5.32,12.38
45-49,0.00,13.67,3.85,0.00,18.52,17.93,6.64,15.51
50-54,11.54,14.97,11.90,50.00,14.29,20.18,6.48,17.52
55-59,15.79,18.51,11.54,0.00,16.00,25.16,9.09,22.01
60-64,45.45,24.65,8.33,33.33,0.00,32.76,14.08,29.16
65-OVER,13.33,32.71,9.76,25.00,23.08,41.46,24.44,38.68
TOTAL,10.14,14.02,5.59,10.26,9.29,23.84,8.03,19.27
