PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
STATENVILLE,25.63,21.39,100.0,23.44
88888,0.00,7.14,0.00,3.03
99999,0.00,0.00,0.00,0.00
TOTAL,25.08,21.16,100.0,23.06
