AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,20.00,4.18,0.64,3.56
25-29,0.00,3.85,14.29,0.00,0.00,4.36,2.78,4.26
30-34,0.00,3.85,0.00,0.00,0.00,9.05,3.77,8.39
35-39,0.00,4.35,0.00,0.00,0.00,10.26,4.88,9.75
40-44,0.00,0.00,0.00,0.00,0.00,12.05,4.88,11.30
45-49,0.00,13.33,0.00,0.00,0.00,15.01,2.22,14.27
50-54,0.00,31.82,0.00,0.00,0.00,17.70,4.55,17.21
55-59,0.00,5.00,0.00,0.00,0.00,17.88,9.09,17.12
60-64,0.00,14.29,0.00,0.00,0.00,24.78,7.69,23.43
65-OVER,0.00,25.37,0.00,0.00,0.00,29.96,9.09,28.96
TOTAL,0.00,12.54,2.04,0.00,3.03,16.66,4.16,15.67
