PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01A,23.31,25.81,50.00,24.71
01B,25.84,28.68,25.00,27.29
01C,5.57,9.06,0.00,7.30
01D,21.05,16.61,0.00,18.58
01E,21.57,27.30,18.18,24.42
01F,5.35,6.09,0.00,5.67
01G,12.43,14.95,0.00,13.71
01H,7.86,11.84,0.00,10.04
01J,9.08,15.15,10.00,12.47
01P,9.59,16.87,0.00,13.60
01R,6.44,7.64,0.00,7.14
01S,8.89,14.12,0.00,11.69
01T,12.17,13.33,0.00,12.72
02A,13.11,13.00,0.00,13.05
02B,6.95,12.24,0.00,8.74
02C,16.59,15.91,0.00,16.23
02D,14.14,14.47,37.50,14.38
02E,24.88,30.00,0.00,27.49
02F1,16.36,18.08,18.18,17.23
02F2,12.27,13.91,100.0,13.20
02G,17.14,19.18,0.00,18.16
02J,17.34,19.69,25.00,18.37
02K,16.65,18.30,0.00,17.30
02L1,14.47,13.90,7.14,14.22
02L2,11.73,9.42,0.00,10.80
02S,11.76,20.10,0.00,15.67
02W,10.32,7.41,33.33,9.29
03A,7.74,11.76,0.00,9.82
03B,3.21,6.19,0.00,4.53
03C,9.45,17.90,0.00,13.69
03D,10.36,11.22,0.00,10.75
03E,8.75,10.05,11.11,9.39
03F,11.82,13.34,7.14,12.46
03G,10.80,9.51,0.00,10.06
03H,8.87,10.27,0.00,9.54
03I,6.10,5.53,5.56,5.87
03L,8.65,9.69,0.00,9.12
03M,12.81,20.23,0.00,15.72
03N,7.11,8.55,14.29,7.87
03P1A,8.67,8.14,12.50,8.42
03P2,0.00,9.09,0.00,5.00
03S,9.34,16.98,0.00,13.20
03T,10.08,13.19,10.00,11.53
04A,11.18,13.21,0.00,12.16
04B,8.52,4.35,0.00,5.55
04C,7.41,11.54,0.00,9.43
04D,9.95,18.91,33.33,14.68
04F,7.93,15.15,0.00,10.91
04G,5.37,12.09,0.00,8.39
04I,2.98,6.04,0.00,3.83
04J,3.97,1.40,0.00,2.40
04K,13.19,18.10,0.00,15.76
04L,13.33,17.77,0.00,15.52
04M,4.47,9.17,0.00,6.96
04S,13.25,19.23,14.29,16.46
04T,11.21,18.68,0.00,15.16
04V,8.01,7.52,0.00,7.72
04W,1.02,0.34,0.00,0.84
04X1,11.74,16.76,0.00,14.34
04X2,10.14,12.50,0.00,11.23
