PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ELLIJAY SOUTH,16.67,30.00,5.15,0.00,20.00,23.28,9.60,21.62
CARTECAY,0.00,0.00,0.00,0.00,12.50,29.96,16.47,28.72
TAILS CREEK,0.00,0.00,11.54,0.00,8.33,17.47,11.72,16.62
TOWN CREEK,0.00,0.00,0.00,100.0,0.00,20.79,12.82,19.63
LEACHES,0.00,33.33,4.00,0.00,33.33,20.57,17.98,20.25
CHERRY LOG,50.00,0.00,20.00,0.00,0.00,25.70,8.51,24.53
BOARDTOWN,0.00,0.00,0.00,0.00,0.00,27.52,24.00,27.02
MOUNTAINTOWN,25.00,0.00,0.00,0.00,20.00,24.97,12.90,23.98
EAST ELLIJAY,5.56,0.00,5.00,0.00,0.00,24.21,8.54,22.49
ELLIJAY NORTH,0.00,25.00,12.77,0.00,100.0,24.68,7.69,23.25
YUKON,0.00,0.00,14.29,0.00,25.00,23.77,6.56,22.52
BIG CREEK,0.00,0.00,0.00,0.00,14.29,28.33,11.11,26.89
ELLIJAY NORTHEAST,0.00,0.00,17.65,0.00,8.33,26.53,14.00,25.44
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,7.84,10.53,7.06,5.56,16.05,24.16,12.68,22.98
