PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
LOCUST GROVE,0.00,40.00,30.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,0.00,149.0,146.0,0.00,284.0,170.0,833.0
TUSSAHAW,0.00,13.00,14.00,0.00,3.00,4.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,234.0,234.0,0.00,14.00,10.00,528.0
SANDY RIDGE,0.00,31.00,23.00,0.00,3.00,3.00,0.00,0.00,1.00,0.00,4.00,2.00,0.00,1.00,1.00,1.00,234.0,237.0,0.00,59.00,35.00,635.0
WESTSIDE,0.00,33.00,14.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,2.00,0.00,43.00,29.00,0.00,298.0,119.0,551.0
LOWES,0.00,47.00,30.00,0.00,8.00,7.00,0.00,0.00,0.00,0.00,10.00,7.00,0.00,1.00,3.00,1.00,227.0,239.0,0.00,338.0,228.0,1146.0
SOUTH HAMPTON,0.00,22.00,14.00,0.00,5.00,6.00,0.00,1.00,0.00,0.00,6.00,2.00,0.00,1.00,1.00,0.00,240.0,214.0,0.00,216.0,113.0,841.0
NORTH HAMPTON,0.00,39.00,28.00,0.00,10.00,8.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,0.00,2.00,0.00,272.0,228.0,0.00,304.0,158.0,1064.0
MOUNT CARMEL,0.00,40.00,39.00,0.00,8.00,10.00,0.00,0.00,0.00,0.00,4.00,6.00,0.00,3.00,0.00,0.00,93.00,83.00,0.00,346.0,207.0,839.0
RED OAK,1.00,50.00,38.00,0.00,6.00,6.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,9.00,8.00,0.00,55.00,54.00,0.00,524.0,296.0,1052.0
WESLEY LAKES,0.00,35.00,18.00,0.00,7.00,6.00,0.00,1.00,0.00,0.00,8.00,6.00,0.00,1.00,3.00,0.00,116.0,97.00,0.00,272.0,163.0,733.0
MCDONOUGH,0.00,18.00,11.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,74.00,70.00,0.00,116.0,66.00,365.0
MCMULLEN,0.00,23.00,19.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,9.00,2.00,0.00,4.00,1.00,0.00,273.0,279.0,0.00,85.00,49.00,748.0
EAST LAKE,0.00,29.00,18.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,1.00,0.00,0.00,292.0,294.0,0.00,63.00,43.00,753.0
HICKORY FLAT,1.00,35.00,33.00,0.00,10.00,7.00,0.00,0.00,0.00,0.00,5.00,6.00,0.00,4.00,4.00,0.00,207.0,189.0,0.00,352.0,202.0,1055.0
STOCKBRIDGE EAST-,0.00,44.00,30.00,0.00,14.00,13.00,0.00,0.00,0.00,0.00,9.00,7.00,0.00,6.00,1.00,0.00,76.00,72.00,0.00,551.0,246.0,1069.0
