PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ANNX,4.290,24.97,5.610,50.00,7.890,17.73,9.750,17.76
BMS,1.690,23.36,7.740,0.00,7.320,17.37,8.670,16.89
CENT,3.050,19.93,4.610,0.00,15.00,15.34,6.720,15.19
CGTC,7.590,24.74,10.34,0.00,6.520,15.66,10.22,16.69
FMMS,5.240,20.50,9.050,0.00,8.330,11.03,5.560,12.85
HAFS,33.33,21.30,16.00,33.33,0.00,20.28,5.660,19.88
HCTC,6.450,11.47,2.080,0.00,4.550,12.38,3.280,10.77
HEFS,0.00,17.94,11.11,0.00,33.33,19.34,7.550,18.26
HHPC,7.060,12.99,1.430,20.00,3.770,16.25,3.130,13.48
MCMS,4.940,23.05,5.670,6.250,6.540,12.55,8.830,13.93
NSES,0.00,28.91,6.670,0.00,12.50,17.09,5.190,18.54
RECR,7.140,11.61,4.150,0.00,5.260,11.06,3.130,10.33
ROZR,5.510,17.24,8.700,0.00,7.810,18.43,8.960,17.36
TMS,0.810,14.48,2.820,14.29,2.000,13.61,3.160,12.24
TWPK,7.270,20.02,8.140,25.00,14.89,18.33,6.040,17.55
VHS,3.900,22.01,6.800,16.67,7.500,13.91,6.520,14.42
TOTAL,4.670,17.08,5.810,7.480,7.450,15.41,6.170,14.67
