PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CHAUN,20.11,18.05,0.00,19.02
CLARK,16.67,19.57,0.00,18.09
EDDIN,21.83,20.20,0.00,20.96
EMPIR,23.19,21.61,0.00,22.41
JAYBI,25.51,23.40,0.00,24.48
JONES,19.42,18.01,0.00,18.71
LEE,16.55,14.76,0.00,15.50
MCCRA,35.51,34.69,0.00,35.09
MILAN,24.26,18.18,0.00,20.83
MITCH,34.52,33.13,0.00,33.84
MULLI,19.91,14.57,0.00,17.09
PLAIN,20.49,20.51,0.00,20.50
PONDT,39.19,35.99,0.00,37.42
RAWLI,23.23,17.01,0.00,19.95
VILUL,59.09,38.46,0.00,49.40
YONKE,18.87,10.57,0.00,14.41
TOTAL,22.19,18.92,0.00,20.40
