AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,5.310,5.000,0.00,11.76,9.020,3.380,6.580
25-29,0.00,5.190,0.00,50.00,0.00,5.570,10.17,5.410
30-34,0.00,7.640,4.760,0.00,14.29,12.50,0.00,9.250
35-39,14.29,12.43,5.560,0.00,12.50,16.34,6.980,13.61
40-44,0.00,16.88,0.00,0.00,42.86,17.38,11.36,16.77
45-49,14.29,20.12,5.880,0.00,33.33,20.75,14.55,19.95
50-54,20.00,24.12,0.00,0.00,27.27,23.41,9.760,23.26
55-59,10.00,26.18,0.00,0.00,50.00,29.38,10.26,26.96
60-64,0.00,35.28,0.00,0.00,22.22,33.52,9.380,33.38
65-OVER,0.00,33.08,0.00,0.00,26.67,38.49,18.52,36.09
TOTAL,8.510,19.04,2.840,20.00,21.84,25.86,8.700,21.65
