AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.830,0.00,0.00,0.00,10.55,4.550,8.720
25-29,0.00,7.140,0.00,0.00,0.00,9.850,12.50,8.880
30-34,0.00,7.690,0.00,0.00,0.00,21.05,0.00,15.56
35-39,0.00,8.640,100.0,0.00,0.00,23.30,5.880,18.57
40-44,0.00,12.99,0.00,0.00,0.00,25.89,12.50,21.68
45-49,0.00,13.25,0.00,0.00,0.00,21.33,20.00,19.05
50-54,0.00,16.22,0.00,0.00,0.00,33.05,12.50,27.04
55-59,0.00,30.85,0.00,0.00,0.00,37.77,40.00,35.21
60-64,0.00,24.47,0.00,0.00,0.00,38.87,50.00,35.07
65-OVER,0.00,18.07,0.00,50.00,100.0,45.79,13.33,40.93
TOTAL,0.00,14.55,4.760,33.33,11.11,31.36,12.38,26.30
