PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1A,0.00,6.670,8.180,0.00,11.11,25.00,0.00,0.00,0.00,0.00,20.00,11.11,0.00,0.00,0.00,0.00,16.92,17.09,0.00,19.44,13.89,15.60
1B,0.00,7.950,4.640,0.00,0.00,16.67,0.00,33.33,25.00,0.00,9.090,9.090,0.00,0.00,0.00,0.00,13.22,13.61,0.00,20.55,16.95,12.81
1C,0.00,10.29,7.790,0.00,0.00,33.33,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,14.18,18.70,0.00,11.76,12.77,15.14
1D,0.00,1.190,2.190,0.00,0.00,50.00,0.00,0.00,0.00,0.00,8.330,5.560,0.00,0.00,0.00,0.00,16.81,16.67,0.00,19.44,10.00,14.66
2A,0.00,8.050,4.940,0.00,16.67,0.00,0.00,50.00,0.00,0.00,4.550,10.53,0.00,0.00,0.00,0.00,12.79,13.47,0.00,20.93,18.29,12.53
2B,0.00,4.790,4.720,0.00,20.00,9.090,0.00,0.00,0.00,0.00,3.850,9.520,0.00,0.00,15.38,0.00,14.80,16.42,0.00,15.43,13.70,13.79
2C,0.00,7.920,4.330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.300,8.000,0.00,0.00,8.330,0.00,12.21,13.76,0.00,16.59,12.82,11.95
3A,0.00,0.00,3.950,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,50.00,0.00,0.00,0.00,100.0,16.28,20.41,0.00,14.41,9.330,15.66
3B,0.00,7.460,6.780,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,15.31,18.31,0.00,11.89,12.63,14.46
3C,0.00,7.140,1.850,0.00,0.00,33.33,0.00,0.00,0.00,0.00,14.29,0.00,0.00,33.33,0.00,0.00,18.68,21.16,0.00,15.57,8.550,16.87
3D,0.00,10.61,7.320,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,12.56,14.96,0.00,19.92,14.78,13.68
4A,0.00,5.390,5.140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,16.99,16.51,0.00,11.36,7.750,14.29
4B,0.00,4.600,4.120,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.27,15.37,0.00,26.11,19.51,15.65
4C,0.00,4.600,4.880,0.00,8.330,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,25.00,0.00,8.580,10.52,0.00,16.00,14.52,9.120
5A,0.00,3.470,5.670,0.00,33.33,30.00,0.00,0.00,100.0,0.00,0.00,0.00,0.00,20.00,0.00,0.00,11.82,14.55,0.00,17.04,11.88,11.99
5B,0.00,5.470,4.360,0.00,14.29,7.690,0.00,16.67,0.00,0.00,2.700,2.860,0.00,0.00,0.00,0.00,10.09,12.36,0.00,14.32,12.15,10.39
5C,0.00,9.570,7.410,0.00,14.29,0.00,0.00,0.00,0.00,0.00,16.67,18.18,0.00,0.00,0.00,0.00,13.03,18.62,0.00,15.75,12.16,14.26
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CH03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,6.270,5.030,0.00,9.650,11.24,0.00,12.50,8.000,0.00,8.070,5.390,0.00,3.360,4.880,6.250,13.69,15.36,0.00,16.29,13.08,13.23
