PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
LOCKHART,0.00,22.31,0.00,0.00,0.00,15.91,8.33,16.30
EMIT,0.00,24.41,8.33,0.00,14.29,19.00,9.71,18.47
STATESBORO,8.82,19.09,9.26,0.00,11.43,21.05,7.21,18.53
PORTAL,0.00,16.91,15.38,0.00,25.00,19.46,5.19,17.47
FAIR,8.70,14.17,2.90,0.00,2.78,22.16,10.27,18.83
CHURCH,2.00,17.66,5.26,0.00,12.90,23.79,7.40,19.39
PITTMAN PARK,0.00,4.49,3.40,0.00,6.06,14.61,5.26,9.36
LEEFIELD,25.00,22.22,0.00,0.00,0.00,21.65,7.95,20.09
BLITCH,50.00,32.65,8.33,0.00,25.00,31.27,13.25,29.78
HAGIN,14.29,28.18,7.14,0.00,20.00,22.42,11.84,22.81
BROOKLET,3.57,22.46,10.00,0.00,7.14,20.61,8.90,19.09
STILSON,50.00,15.25,16.67,100.0,0.00,15.75,6.36,14.54
BAY,0.00,15.38,20.00,0.00,0.00,20.34,8.16,18.58
NEVILS,0.00,23.19,0.00,0.00,0.00,22.69,8.09,20.65
SINKHOLE,0.00,18.75,0.00,0.00,0.00,23.51,10.26,21.78
REGISTER,0.00,15.13,0.00,0.00,0.00,25.92,2.47,20.11
TOTAL,5.78,16.12,5.95,5.00,7.75,20.96,8.05,17.99
