AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.690,8.330,0.00,0.00,5.740,0.00,4.280
25-29,0.00,5.770,0.00,0.00,16.67,4.050,12.50,5.420
30-34,0.00,12.72,0.00,0.00,0.00,7.540,0.00,9.410
35-39,0.00,10.17,0.00,0.00,0.00,11.17,7.410,10.39
40-44,0.00,21.43,0.00,0.00,0.00,11.43,5.000,15.27
45-49,0.00,18.44,0.00,0.00,0.00,13.90,5.560,15.09
50-54,0.00,20.85,0.00,0.00,0.00,19.18,10.34,19.25
55-59,0.00,23.46,100.0,0.00,0.00,23.86,3.230,22.75
60-64,0.00,35.34,0.00,0.00,0.00,23.70,21.43,28.12
65-OVER,33.33,34.41,0.00,0.00,33.33,31.71,14.58,32.15
TOTAL,5.880,21.88,8.700,0.00,7.140,20.34,7.690,20.18
