AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.35,0.00,0.00,0.00,6.98,0.00,6.23
25-29,0.00,4.76,0.00,0.00,0.00,5.93,0.00,5.16
30-34,0.00,9.62,0.00,0.00,0.00,4.41,0.00,5.56
35-39,0.00,8.77,0.00,0.00,0.00,12.78,0.00,11.06
40-44,0.00,9.09,0.00,0.00,0.00,11.95,0.00,10.67
45-49,0.00,12.24,0.00,0.00,0.00,8.95,7.69,9.38
50-54,0.00,18.03,0.00,0.00,0.00,14.44,0.00,15.02
55-59,0.00,29.41,0.00,0.00,0.00,19.05,0.00,21.55
60-64,0.00,35.90,0.00,0.00,0.00,21.65,0.00,24.82
65-OVER,0.00,32.67,0.00,0.00,0.00,28.67,0.00,29.15
TOTAL,0.00,20.65,0.00,0.00,0.00,16.88,0.98,17.13
