PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1. NORTHEAST MORGAN,12.50,19.78,11.76,0.00,9.09,25.49,6.10,21.93
2. EAST MORGAN,0.00,24.55,5.56,0.00,16.67,24.49,11.43,23.68
3. BETH/SPRINGFIELD,0.00,20.16,0.00,0.00,0.00,20.33,11.54,19.79
4. CENTRAL MORGAN,16.67,13.91,6.90,0.00,0.00,25.88,14.84,23.39
5. CLACKS CHAPEL,0.00,22.22,0.00,50.00,66.67,27.01,7.14,25.69
6. WEST MORGAN,16.67,14.39,9.09,0.00,0.00,23.55,16.94,21.90
7. NORTH MORGAN,0.00,11.87,8.70,0.00,11.11,24.24,9.01,21.46
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,10.53,17.87,7.34,12.50,12.82,24.55,11.95,22.42
