PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ASHBURN,0.00,12.17,6.67,0.00,0.00,19.57,4.55,14.86
SYCAMORE,0.00,6.81,0.00,0.00,20.00,31.83,10.71,27.56
REBECCA,0.00,15.91,0.00,0.00,0.00,23.20,17.65,21.71
TOTAL,0.00,11.76,4.17,0.00,5.56,25.13,7.65,19.06
