PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
99999,0.00,0.00,0.00,0.00
BA,23.67,25.13,0.00,24.43
BT,22.54,23.57,0.00,23.04
CO,12.51,16.27,0.00,14.72
FI,17.74,21.01,0.00,19.60
FS,21.26,24.24,0.00,22.90
HC,23.97,26.43,0.00,25.29
HI,20.31,21.27,0.00,20.80
LA,18.59,22.25,0.00,20.51
LO,27.47,29.91,20.00,28.73
MA,19.64,20.84,0.00,20.28
MI,13.30,18.22,0.00,16.07
OT,9.64,13.48,16.67,11.92
RO,19.30,22.41,0.00,20.97
SM,22.59,26.98,0.00,24.95
SP,18.37,23.62,0.00,21.22
ST,23.08,24.14,25.00,23.65
TOTAL,19.38,21.99,6.38,20.80
