PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CITY POND,10.00,14.99,0.00,0.00,0.00,14.95,0.64,13.30
TOWN,0.00,15.58,3.64,0.00,2.63,17.35,4.34,14.63
ALMON,13.33,18.14,9.52,0.00,3.57,16.51,9.48,16.53
ALCOVY,6.06,13.83,9.64,0.00,9.52,26.70,8.84,20.62
COVINGTON MILLS,0.00,15.51,5.13,0.00,13.33,20.45,3.77,16.37
BREWERS,0.00,16.64,3.23,20.00,12.50,20.51,5.08,18.30
BRICK STORE,4.55,20.12,26.47,0.00,7.14,26.36,12.03,24.25
CEDAR SHOALS,11.11,12.30,3.03,0.00,0.00,14.85,1.62,12.01
LIVINGSTON,9.09,16.16,2.90,0.00,4.17,14.82,6.27,14.54
DOWNS,0.00,20.72,6.38,22.22,15.38,17.94,8.14,17.95
GUM CREEK,10.00,27.05,11.11,0.00,10.34,23.58,12.19,22.87
BEAVERDAM,0.00,18.08,0.00,0.00,6.82,16.05,3.97,15.71
LEGUINN,0.00,13.46,18.75,33.33,14.29,21.61,2.74,18.75
MANSFIELD,50.00,25.00,0.00,0.00,0.00,25.53,4.35,24.32
NEWBORN,0.00,22.50,0.00,0.00,0.00,24.57,2.17,22.68
OXFORD,12.50,21.52,8.00,0.00,11.11,24.06,8.99,22.03
ROCKY PLAINS,41.67,14.75,5.88,0.00,0.00,14.54,5.76,13.63
BUCK CREEK,0.00,18.48,2.22,25.00,9.09,16.76,5.04,16.01
STANSELLS,5.41,15.73,5.26,0.00,5.26,16.30,7.26,14.63
FAIRVIEW,0.00,11.16,9.26,16.67,0.00,19.23,5.08,11.53
CROWELL,8.70,15.15,5.71,0.00,8.16,17.63,6.50,14.19
HUB,0.00,27.50,7.69,0.00,0.00,24.50,9.63,23.52
TOTAL,7.18,16.53,6.09,8.00,6.75,20.40,6.34,17.06
