PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SCOTTSBORO,16.67,16.27,0.00,16.43
NORTH BALDWIN,26.04,22.79,0.00,24.29
WEST BALDWIN,22.58,23.64,0.00,23.14
EAST HARDWICK,11.52,12.31,0.00,11.94
WEST HARDWICK,15.78,21.72,0.00,19.29
COOPERS,22.15,22.19,0.00,22.17
88888,0.00,0.00,0.00,0.00
SOUTH MILLEDGEVILLE,15.12,18.80,0.00,17.30
CITY HALL ANNEX,11.97,16.10,0.00,14.13
BODDIE,10.88,11.49,0.00,11.24
COURTHOUSE,12.43,18.11,0.00,15.72
FIRE DEPT,18.83,20.93,100.0,20.11
NORTH MILLEDGEVILLE,27.46,25.63,50.00,26.44
MERIWEATHER,25.74,24.96,0.00,25.32
EAST BALDWIN,20.57,20.78,0.00,20.68
TOTAL,20.38,20.80,20.00,20.61
