PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANDERSON,19.81,18.59,0.00,19.16
BALDWIN,24.40,21.71,0.00,23.04
BERLIN,35.22,33.33,0.00,34.28
BUSHVILLE,26.29,24.38,0.00,25.32
COLUMBIA,30.25,33.12,0.00,31.58
DAVIDS,20.49,17.56,0.00,18.99
GOLDEN HILL,23.59,22.33,0.00,22.91
GROVE RIVER,31.88,27.39,0.00,29.79
HOLLINGSWORTH,25.77,25.81,0.00,25.75
HOMER,26.98,25.89,0.00,26.38
POPLAR SPRINGS,24.53,23.33,0.00,23.92
WASHINGTON,30.00,28.94,0.00,29.42
WILMONTS,30.94,24.36,0.00,27.54
88888,0.00,0.00,0.00,0.00
TOTAL,25.27,23.36,0.00,24.28
