AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.67,0.00,0.00,0.00,6.43,2.44,4.15
25-29,0.00,4.17,0.00,0.00,0.00,10.93,0.00,6.32
30-34,0.00,8.50,0.00,0.00,50.00,11.92,0.00,9.40
35-39,0.00,11.85,0.00,0.00,100.0,10.06,9.09,11.04
40-44,0.00,14.41,14.29,0.00,0.00,14.77,5.88,14.01
45-49,0.00,14.62,0.00,0.00,0.00,14.59,5.88,13.98
50-54,0.00,22.03,0.00,0.00,0.00,19.23,11.11,20.08
55-59,0.00,24.42,0.00,0.00,0.00,25.44,5.00,24.07
60-64,0.00,30.70,0.00,0.00,0.00,23.99,26.67,26.41
65-OVER,20.00,29.67,0.00,0.00,33.33,31.92,16.67,30.70
TOTAL,3.70,17.32,1.23,0.00,16.67,21.80,7.96,18.78
