AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,4.69,4.48,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,12.76,14.86,0.0,0.0,0.0,12.4
25-29,50.0,6.45,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,14.24,0.0,0.0,0.0,11.52
30-34,100.0,3.57,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,17.71,17.31,0.0,0.0,0.0,16.48
35-39,0.0,5.0,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,22.51,0.0,0.0,0.0,21.88
40-44,0.0,10.53,19.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.64,24.39,0.0,0.0,0.0,25.83
45-49,0.0,6.25,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,28.49,29.28,0.0,100.0,0.0,27.15
50-54,0.0,19.3,29.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,33.33,0.0,100.0,30.66,30.75,0.0,0.0,0.0,29.9
55-59,0.0,26.98,24.59,0.0,0.0,25.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,30.18,30.49,0.0,0.0,0.0,29.76
60-64,0.0,35.62,39.22,0.0,0.0,25.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,20.0,0.0,50.0,36.09,38.11,0.0,0.0,0.0,36.85
65-OVER,0.0,29.73,40.72,0.0,42.86,16.67,0.0,50.0,0.0,0.0,16.67,40.0,0.0,8.33,0.0,0.0,39.11,42.7,0.0,0.0,0.0,40.32
TOTAL,50.0,20.98,26.49,0.0,16.0,10.71,0.0,11.11,0.0,0.0,14.71,16.22,0.0,16.67,0.0,15.38,31.6,33.61,0.0,5.88,0.0,31.63
