PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ODUM,0.00,25.58,0.00,0.00,0.00,28.41,4.49,26.05
MADRAY SPRINGS,0.00,3.57,0.00,0.00,0.00,21.83,6.19,19.80
OGLETHORPE,0.00,14.29,0.00,0.00,20.00,24.04,8.11,21.74
SCREVEN,0.00,23.98,0.00,0.00,33.33,31.84,10.56,28.91
EMPIRE,0.00,11.11,0.00,33.33,20.00,27.99,7.79,25.71
RED HILL,0.00,21.95,0.00,0.00,25.00,16.78,6.36,15.85
ALTAMAHA,0.00,17.48,0.00,0.00,0.00,22.80,5.64,19.72
GARDI,0.00,21.43,0.00,0.00,33.33,25.55,7.89,23.80
VFW,0.00,18.16,3.70,0.00,0.00,15.45,4.82,15.90
PINE STREET,0.00,19.51,7.14,0.00,30.00,27.73,11.93,22.38
UNITY,0.00,18.84,2.78,0.00,25.00,24.46,6.18,21.24
REC CENTER,6.67,16.28,3.85,0.00,0.00,26.20,9.29,22.63
TOTAL,1.54,18.60,2.17,10.00,12.82,25.06,7.45,22.00
