AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.000,3.920,0.00,12.50,2.110,4.130,2.580,3.690
25-29,0.00,4.000,1.410,0.00,1.390,4.350,2.100,3.840
30-34,0.00,6.400,4.550,0.00,8.820,6.660,2.600,6.140
35-39,0.00,10.66,8.700,0.00,17.24,7.630,4.550,9.640
40-44,6.670,15.86,2.630,0.00,4.550,10.69,4.510,13.81
45-49,3.330,19.11,4.000,0.00,18.18,13.26,5.250,16.50
50-54,16.67,22.98,8.330,0.00,14.29,16.13,6.140,19.97
55-59,16.67,27.95,9.090,0.00,5.560,18.76,7.690,23.65
60-64,8.000,37.07,13.04,33.33,28.57,25.29,9.560,31.31
65-OVER,5.560,41.91,12.12,0.00,22.22,33.11,14.29,36.33
TOTAL,6.150,18.41,5.130,4.550,8.360,20.19,5.250,17.71
