PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ACWORTH 1A,4.52,15.27,4.58,0.00,12.09,13.51,8.33,12.66
ACWORTH 1B,4.29,9.19,4.37,0.00,10.45,13.28,4.68,11.29
ACWORTH 1C,2.48,9.89,6.19,0.00,5.83,9.01,3.48,8.46
ADDISON 01,4.46,25.66,13.39,25.00,8.93,23.96,14.18,21.84
AUSTELL 1A,0.00,15.39,8.68,20.00,8.33,13.59,6.40,13.83
BELLS FERRY 02,6.79,21.71,9.92,11.11,9.26,19.23,4.85,17.33
BELLS FERRY 03,5.19,13.64,7.76,11.11,16.52,16.29,6.04,14.51
BIG SHANTY 01,2.00,6.41,5.07,0.00,4.76,16.12,3.80,12.58
BIG SHANTY 02,5.10,20.21,7.38,60.00,7.25,16.95,5.95,15.92
BAKER 01,5.53,12.75,5.62,0.00,6.00,10.83,6.33,10.40
BIRNEY 01,5.56,13.47,6.19,0.00,9.43,20.02,5.63,14.90
BIRNEY 02,4.39,25.07,8.96,50.00,17.57,16.46,5.58,18.36
BRYANT 01,0.00,23.69,2.86,20.00,21.74,20.63,3.00,21.57
BRYANT 02,0.00,11.07,5.00,7.69,7.34,12.54,3.93,10.30
BLACKWELL 01,4.06,21.62,8.33,25.00,7.69,22.68,8.16,19.13
CHATTAHOOCHEE 01,6.15,9.66,3.91,0.00,3.95,9.23,2.87,8.35
CHEATHAM HILL 02,0.00,18.97,12.50,16.67,7.41,20.64,10.00,18.91
CHEATHAM HILL 03,4.94,24.87,5.13,0.00,26.32,21.98,10.71,21.21
CHALKER 01,2.59,7.72,3.50,0.00,6.84,11.97,5.42,9.52
CLARKDALE 01,0.00,15.09,8.26,0.00,12.90,14.18,0.00,13.18
CLARKDALE 02,2.50,16.08,9.60,0.00,7.22,17.96,6.76,15.63
COOPER 01,3.23,12.96,3.16,0.00,6.45,15.59,4.00,12.29
CHESTNUT RIDGE 01,8.20,28.57,13.79,33.33,9.30,23.23,11.72,21.90
DICKERSON 01,15.18,18.63,7.94,0.00,15.38,23.78,10.00,21.83
DOBBINS 01,6.60,6.96,3.71,0.00,2.47,10.72,3.15,7.29
DOWELL 01,9.38,24.44,3.81,0.00,11.11,18.81,6.34,18.74
DODGEN 01,13.73,24.39,8.16,33.33,20.69,24.85,10.47,22.97
DURHAM 01,4.35,14.89,11.11,16.67,11.11,14.46,6.64,13.83
DAVIS 01,15.00,23.23,13.24,14.29,15.00,21.71,4.84,20.12
EASTSIDE 01,13.41,32.56,20.00,0.00,26.92,24.82,10.24,23.44
EASTSIDE 02,12.59,28.02,11.40,11.11,12.68,27.03,10.93,25.15
ELIZABETH 01,1.37,7.52,3.38,0.00,3.96,9.60,3.77,7.37
ELIZABETH 02,16.46,24.31,7.50,0.00,11.76,21.50,8.96,20.23
ELIZABETH 03,5.13,19.75,12.63,0.00,14.00,24.54,15.15,22.16
ELIZABETH 04,8.84,15.09,7.14,0.00,9.09,22.31,4.42,16.83
ELIZABETH 05,6.54,20.63,12.73,0.00,21.13,22.03,6.80,19.94
EAST PIEDMONT 01,7.41,14.15,4.27,0.00,8.20,18.16,6.08,14.52
FAIR OAKS 02,1.10,14.36,6.19,22.22,10.62,18.93,3.73,13.52
FAIR OAKS 04,6.61,7.65,3.75,9.09,9.38,16.39,1.50,9.18
FULLERS PARK 01,8.00,26.85,13.04,0.00,21.62,22.70,12.00,20.48
FORD 01,11.11,21.35,7.95,0.00,10.71,14.03,9.39,14.16
FREY 01,2.44,17.65,8.99,0.00,4.76,16.50,9.59,15.26
GARRISON MILL 01,17.33,24.53,17.53,0.00,16.33,23.21,7.88,21.89
GRITTERS 01,4.31,18.35,11.56,8.33,10.13,21.08,7.59,18.71
HARMONY-LELAND 01,7.84,23.35,6.65,23.08,8.91,15.23,7.47,18.96
HARRISON 01,8.33,16.24,2.86,50.00,16.67,21.34,9.52,19.80
HIGHTOWER 01,5.65,28.09,17.80,28.57,14.52,22.22,12.02,21.01
HAYES 01,8.82,16.74,6.35,16.67,14.29,17.87,8.02,16.54
KENNESAW 1A,4.76,9.17,4.62,0.00,2.00,16.41,3.95,12.62
KENNESAW 2A,2.47,14.41,6.20,0.00,5.13,13.92,4.13,12.20
KENNESAW 3A,2.41,9.27,3.53,0.00,6.57,12.19,2.61,9.58
KENNESAW 4A,12.93,12.98,4.27,0.00,11.63,15.96,6.17,13.88
KENNESAW 5A,5.98,18.59,8.12,0.00,12.31,17.05,5.49,15.85
KELL 01,9.52,22.92,11.11,0.00,17.39,18.53,9.76,17.73
KEMP 01,5.00,30.36,18.92,0.00,8.33,22.43,6.98,21.81
KEMP 02,5.00,23.90,7.27,11.11,8.70,21.58,11.43,20.49
KEMP 03,7.58,27.60,12.50,0.00,17.65,19.88,11.73,19.80
LASSITER 01,12.79,23.66,7.35,0.00,14.00,21.02,7.07,19.42
LINDLEY 01,7.96,26.71,10.53,0.00,9.28,12.39,7.37,18.72
LOST MOUNTAIN 01,4.65,31.74,14.58,50.00,14.63,22.36,7.09,22.72
LOST MOUNTAIN 02,12.77,22.06,11.11,0.00,3.57,16.72,7.18,16.36
LOST MOUNTAIN 03,13.33,30.63,8.33,11.11,13.21,19.91,9.91,20.81
LOST MOUNTAIN 04,4.35,22.22,5.66,20.00,24.14,17.44,8.89,16.99
MABLETON 01,7.46,23.09,6.49,14.29,9.76,18.45,5.60,18.81
MABLETON 02,0.00,12.76,6.70,0.00,10.20,15.29,6.25,12.47
MABLETON 03,7.50,16.67,4.85,0.00,7.59,24.08,8.33,19.35
MABLETON 04,9.52,37.17,13.24,0.00,10.00,25.23,8.62,25.62
MABRY 01,4.55,40.38,14.29,0.00,14.29,20.77,7.58,20.45
MACLAND 01,0.00,16.24,4.02,0.00,10.67,18.56,8.37,15.18
MURDOCK 01,6.67,22.71,8.21,0.00,15.94,23.87,9.52,21.62
MCEACHERN 01,7.89,21.46,13.76,16.67,8.77,19.00,10.07,19.11
MCCLESKEY 01,4.55,25.17,3.57,25.00,15.79,23.51,18.39,22.49
MCCLURE 01,2.38,19.06,12.20,0.00,4.55,18.23,8.28,17.21
MARIETTA 1A,2.90,6.82,1.61,0.00,2.25,12.72,2.61,8.00
MARIETTA 2A,14.29,27.86,9.76,25.00,4.76,25.98,6.35,24.90
MARIETTA 2B,7.41,11.66,6.22,0.00,6.76,26.00,3.98,17.48
MARIETTA 3A,12.05,11.37,4.70,6.25,12.73,21.66,7.04,16.17
MARIETTA 4A,12.50,40.74,5.26,0.00,28.57,31.85,13.79,30.86
MARIETTA 4B,9.09,15.27,8.25,0.00,7.50,19.61,6.20,16.89
MARIETTA 4C,1.39,25.16,6.82,0.00,6.90,21.22,8.85,20.17
MARIETTA 5A,0.00,12.19,4.55,0.00,8.51,17.57,3.35,12.89
MARIETTA 5B,4.29,8.15,1.96,0.00,10.39,6.41,1.35,6.68
MARIETTA 6A,3.51,8.57,7.49,0.00,0.00,11.52,2.53,8.72
MARIETTA 6B,4.11,27.85,12.71,0.00,10.91,22.86,10.32,21.40
MARIETTA 7A,6.82,5.86,2.82,8.33,2.27,10.38,2.57,6.34
MARS HILL 01,6.67,16.88,4.17,0.00,11.11,13.44,3.98,12.72
MARS HILL 02,4.17,15.44,6.70,0.00,15.69,13.00,8.54,12.42
MT BETHEL 01,6.34,25.00,12.20,0.00,23.64,22.67,10.99,21.19
MT BETHEL 03,6.64,21.62,7.58,16.67,20.00,23.06,9.49,20.43
MT BETHEL 04,11.38,25.00,17.31,0.00,15.69,23.68,8.39,22.20
