PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CATAULA,0.00,31.32,14.81,0.00,15.00,19.84,11.96,20.25
ELLERSLIE,6.67,24.60,12.50,0.00,15.15,20.40,10.55,20.08
GOODMAN,0.00,17.62,0.00,100.0,0.00,32.09,12.82,26.62
HAMILTON,0.00,23.87,16.22,0.00,7.14,24.85,8.39,23.23
LOWER 19TH,9.09,30.88,12.00,0.00,13.33,24.82,12.32,24.23
MULBERRY GROVE,20.69,24.46,9.09,0.00,10.00,20.19,14.56,19.89
PINE MOUNTAIN VALLEY,0.00,9.62,0.00,0.00,0.00,30.93,8.86,28.15
SKINNER,30.00,10.70,0.00,0.00,14.29,27.59,4.55,22.13
UPPER 19TH,0.00,13.48,30.00,0.00,12.50,23.67,16.67,22.37
VALLEY PLAINS,0.00,23.46,0.00,0.00,0.00,26.04,4.76,23.67
WAVERLY HALL,11.76,23.95,4.65,0.00,22.73,20.35,12.77,20.35
WHITESVILLE,20.00,23.67,14.29,0.00,0.00,32.86,14.29,29.88
TOTAL,10.32,23.03,11.48,5.88,12.42,23.68,11.68,22.48
