AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.85,2.94,0.00,0.00,4.95,1.55,3.37
25-29,0.00,3.05,0.00,0.00,0.00,4.97,4.12,4.09
30-34,25.00,4.70,0.00,0.00,20.00,9.15,2.86,7.28
35-39,0.00,6.03,0.00,0.00,0.00,10.29,1.79,8.15
40-44,0.00,8.49,0.00,0.00,0.00,11.53,7.55,10.08
45-49,0.00,12.50,0.00,0.00,25.00,13.32,5.97,12.49
50-54,0.00,15.10,0.00,0.00,0.00,14.94,4.84,14.26
55-59,0.00,16.58,0.00,0.00,16.67,21.13,3.08,18.67
60-64,0.00,18.32,14.29,0.00,0.00,22.21,2.33,20.29
65-OVER,0.00,25.50,0.00,33.33,15.00,26.40,14.75,25.63
TOTAL,2.08,12.73,1.52,9.09,6.98,17.10,5.07,14.87
