AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.920,8.330,0.00,0.00,12.88,3.570,10.20
25-29,0.00,2.940,0.00,0.00,0.00,11.68,0.00,8.030
30-34,0.00,5.880,33.33,0.00,0.00,13.85,0.00,10.97
35-39,0.00,7.690,0.00,0.00,0.00,16.31,0.00,13.62
40-44,0.00,6.250,0.00,0.00,0.00,15.94,0.00,12.31
45-49,0.00,12.15,33.33,0.00,0.00,25.11,0.00,20.51
50-54,0.00,10.81,0.00,0.00,0.00,32.07,0.00,24.93
55-59,0.00,16.52,0.00,0.00,0.00,30.77,16.67,26.33
60-64,0.00,27.83,0.00,0.00,0.00,34.44,0.00,31.73
65-OVER,0.00,30.43,0.00,0.00,0.00,43.22,12.50,39.41
TOTAL,0.00,14.98,8.570,0.00,0.00,28.12,4.710,23.51
