PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BEARDS CREEK,0.00,19.67,5.63,0.00,11.11,12.11,4.97,12.42
RYE PATCH/OAK DALE,8.70,11.95,2.25,0.00,3.23,11.29,6.01,10.06
SOUTH LUDOWICI,0.00,24.71,3.33,0.00,9.09,21.78,7.74,19.95
NORTH LUDOWICI,0.00,9.58,2.35,0.00,6.67,12.22,3.08,9.31
TIBET,0.00,12.96,0.00,33.33,0.00,13.51,3.85,12.35
ALMA FLOURNOY,0.00,30.23,0.00,0.00,0.00,15.27,10.00,17.16
FAITH BAPTIST ANNEX,0.00,12.31,0.00,0.00,0.00,16.57,6.67,14.42
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,2.56,15.91,3.57,6.67,6.06,13.70,5.37,12.44
