PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CHAUN,0.00,10.81,0.00,0.00,0.00,21.69,10.53,19.02
CLARK,0.00,0.00,0.00,0.00,0.00,18.68,0.00,18.09
EDDIN,0.00,22.22,0.00,50.00,0.00,21.12,11.63,20.96
EMPIR,0.00,26.32,0.00,0.00,0.00,23.18,0.00,22.41
JAYBI,0.00,19.67,0.00,0.00,0.00,28.33,10.00,24.48
JONES,0.00,35.00,0.00,0.00,0.00,18.55,9.520,18.71
LEE,5.560,13.16,0.00,0.00,13.33,17.95,4.280,15.50
MCCRA,0.00,10.87,0.00,0.00,0.00,41.05,10.00,35.09
MILAN,0.00,6.520,0.00,0.00,0.00,24.31,0.00,20.83
MITCH,0.00,21.05,0.00,0.00,0.00,36.74,42.86,33.84
MULLI,0.00,10.28,0.00,0.00,0.00,19.71,9.090,17.09
PLAIN,0.00,37.50,0.00,0.00,100.0,19.94,0.00,20.50
PONDT,0.00,26.97,0.00,0.00,0.00,41.77,15.79,37.42
RAWLI,0.00,18.50,0.00,0.00,0.00,21.84,5.260,19.95
VILUL,0.00,33.33,0.00,0.00,0.00,51.70,25.00,49.40
YONKE,0.00,18.75,0.00,0.00,0.00,14.71,0.00,14.41
TOTAL,3.330,15.83,0.00,25.00,12.50,23.05,6.920,20.40
