PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PINEKNOT,25.73,21.19,0.00,23.44
BUENA VISTA,17.49,17.95,0.00,17.74
TAZEWELL,25.95,19.88,0.00,22.73
88888,0.00,0.00,0.00,0.00
BRANTLEY,27.81,18.57,0.00,22.92
FORT PERRY,13.04,13.10,0.00,13.07
99999,0.00,0.00,0.00,0.00
TOTAL,19.79,17.88,0.00,18.77
