PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COLDWATER,0.00,33.33,0.00,0.00,100.0,20.65,4.55,21.33
DIRTSELLER,0.00,50.00,0.00,0.00,0.00,30.63,23.08,30.51
HAYWOOD,0.00,0.00,0.00,0.00,0.00,15.15,0.00,12.82
LYERLY,0.00,30.95,0.00,0.00,12.50,16.85,8.82,16.50
TRION,13.33,6.38,1.89,0.00,0.00,14.45,3.11,12.93
SUMMERVILLE,0.00,19.89,0.00,14.29,12.12,15.85,5.16,15.26
TELOGA,0.00,0.00,0.00,0.00,0.00,20.52,4.88,19.27
DIRTTOWN,0.00,22.06,0.00,100.0,0.00,17.89,4.48,17.10
SEMINOLE,0.00,25.00,0.00,0.00,0.00,26.55,0.00,23.53
SUBLIGNA,0.00,0.00,0.00,0.00,0.00,28.57,6.38,25.62
ALPINE,0.00,11.76,0.00,0.00,0.00,25.53,4.08,23.79
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLOUDLAND,0.00,0.00,100.0,0.00,0.00,26.20,13.89,24.92
PENNVILLE,0.00,9.52,0.00,0.00,0.00,16.67,3.12,14.41
TOTAL,4.88,20.21,1.96,14.29,8.45,17.71,5.07,16.47
