AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.11,4.140,7.690,0.00,0.00,9.210,6.060,7.020
25-29,0.00,1.730,0.00,0.00,0.00,11.01,0.00,6.480
30-34,0.00,5.110,0.00,0.00,0.00,9.500,10.53,7.810
35-39,0.00,5.130,0.00,0.00,0.00,16.39,0.00,11.04
40-44,0.00,11.54,0.00,100.0,0.00,25.93,22.22,20.71
45-49,0.00,20.75,0.00,0.00,0.00,20.09,0.00,18.38
50-54,50.00,20.00,0.00,0.00,50.00,17.87,6.250,18.24
55-59,0.00,21.64,0.00,0.00,33.33,24.15,13.64,22.54
60-64,0.00,24.26,50.00,0.00,0.00,28.22,0.00,26.20
65-OVER,0.00,19.46,0.00,0.00,33.33,34.30,33.33,29.74
TOTAL,5.260,13.77,2.820,14.29,12.00,22.52,11.05,18.77
