AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.90,7.69,0.00,0.00,14.67,0.00,11.37
25-29,0.00,5.08,7.69,0.00,0.00,12.20,0.00,8.22
30-34,0.00,11.69,0.00,0.00,0.00,20.66,15.79,16.62
35-39,0.00,14.38,0.00,0.00,50.00,24.76,8.33,19.54
40-44,0.00,20.66,0.00,0.00,0.00,27.16,16.67,24.26
45-49,0.00,24.81,25.00,0.00,0.00,32.95,11.11,29.13
50-54,0.00,32.43,0.00,0.00,0.00,27.99,11.11,28.97
55-59,33.33,39.16,0.00,0.00,0.00,29.18,13.64,31.44
60-64,0.00,50.00,0.00,0.00,0.00,36.60,20.00,39.79
65-OVER,0.00,39.63,20.00,0.00,0.00,37.36,18.92,37.28
TOTAL,10.00,25.68,8.70,0.00,5.00,30.11,10.75,27.69
