AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.31,6.67,0.00,0.00,5.05,2.29,3.74
25-29,0.00,3.57,0.00,0.00,0.00,4.29,0.00,3.52
30-34,0.00,6.74,0.00,0.00,0.00,8.73,1.79,7.16
35-39,0.00,9.81,8.33,0.00,0.00,8.80,3.57,8.90
40-44,0.00,16.06,25.00,0.00,0.00,5.99,13.64,11.11
45-49,0.00,19.31,0.00,0.00,0.00,13.42,2.63,15.56
50-54,0.00,24.26,0.00,0.00,0.00,16.46,5.56,19.03
55-59,0.00,27.56,0.00,0.00,0.00,19.71,13.79,22.63
60-64,0.00,35.59,0.00,0.00,0.00,27.12,6.00,29.61
65-OVER,14.29,37.92,14.29,0.00,0.00,31.42,10.00,32.74
TOTAL,2.33,20.01,4.63,0.00,0.00,18.27,5.13,17.97
