PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BA,8.960,26.58,11.83,50.00,6.900,25.93,15.80,24.43
BT,10.71,21.31,8.430,0.00,4.880,26.02,14.36,23.04
CO,7.410,12.35,0.00,0.00,4.170,26.88,8.390,14.72
FI,10.00,20.08,3.300,0.00,7.770,25.89,12.63,19.60
FS,15.00,23.11,6.670,0.00,13.85,28.03,16.98,22.90
HC,10.00,19.57,7.320,0.00,6.670,32.00,14.92,25.29
HI,6.900,20.90,8.960,0.00,14.04,24.07,14.36,20.80
LA,11.11,24.80,0.890,0.00,4.170,26.92,12.78,20.51
LO,3.230,31.11,3.230,28.57,6.820,30.07,18.26,28.73
MA,5.260,18.92,4.760,0.00,0.00,24.18,12.65,20.28
MI,0.00,16.09,6.310,0.00,8.000,21.54,9.700,16.07
OT,2.940,11.36,0.940,0.00,12.50,18.69,7.450,11.92
RO,7.410,20.04,6.860,33.33,14.06,27.05,13.39,20.97
SM,7.040,26.98,5.800,33.33,12.73,28.20,12.65,24.95
SP,2.780,23.63,4.760,16.67,6.670,22.53,11.21,21.22
ST,13.95,22.63,5.000,0.00,12.50,27.45,17.10,23.65
TOTAL,8.550,20.37,4.840,9.840,9.260,26.12,12.81,20.80
