AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.590,0.00,0.00,9.090,7.750,1.390,6.270
25-29,0.00,3.740,0.00,0.00,0.00,6.030,1.590,5.260
30-34,0.00,6.520,0.00,0.00,0.00,9.500,5.770,8.750
35-39,0.00,4.820,9.090,0.00,0.00,14.48,4.080,12.68
40-44,0.00,5.000,15.38,0.00,0.00,17.38,5.410,15.44
45-49,0.00,12.64,14.29,0.00,100.0,17.39,9.300,16.72
50-54,0.00,16.13,22.22,0.00,0.00,18.95,10.34,18.24
55-59,0.00,16.51,0.00,0.00,14.29,25.97,9.760,23.94
60-64,0.00,20.43,25.00,0.00,0.00,29.61,8.330,27.88
65-OVER,0.00,30.77,0.00,50.00,0.00,36.80,12.24,35.55
TOTAL,0.00,13.43,5.560,7.690,8.890,21.44,6.100,19.65
