PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,13.33,12.66,4.550,0.00,4.760,20.09,4.570,15.63
02,3.230,15.66,10.20,0.00,6.450,14.34,4.070,13.92
03,0.00,13.12,10.00,0.00,27.27,20.76,3.070,16.12
04,6.980,30.38,8.820,0.00,0.00,23.65,10.55,25.08
05,6.980,21.38,0.00,0.00,15.38,25.84,11.67,22.52
06,8.330,14.77,7.140,0.00,22.22,24.17,4.580,19.52
07,11.11,17.54,8.330,0.00,15.79,16.71,4.460,16.34
08,33.33,24.90,40.00,0.00,0.00,14.91,5.880,22.94
09,25.00,28.38,10.00,0.00,0.00,23.28,10.78,24.13
10,25.00,17.17,0.00,25.00,6.250,14.58,5.540,16.13
11,0.00,34.86,0.00,0.00,0.00,0.00,4.170,32.21
12,0.00,14.62,0.00,0.00,18.18,14.81,6.350,14.04
13,0.00,13.13,0.00,0.00,0.00,8.470,3.760,12.00
14,0.00,13.48,0.00,0.00,0.00,15.62,2.480,12.53
15,0.00,8.320,0.00,0.00,11.11,12.42,3.010,8.440
16,0.00,8.240,0.00,0.00,4.170,6.450,5.240,7.610
17,0.00,21.93,50.00,0.00,0.00,31.82,3.080,20.51
18,0.00,17.01,0.00,50.00,7.140,12.50,5.310,15.52
19,0.00,25.84,0.00,0.00,0.00,18.60,11.36,21.91
20,0.00,25.94,0.00,0.00,0.00,19.00,4.170,20.70
21,0.00,28.67,0.00,0.00,33.33,12.67,4.710,21.22
22,0.00,12.83,3.850,0.00,5.260,14.09,2.200,11.90
23,0.00,23.30,0.00,0.00,9.090,14.02,2.980,18.18
24,33.33,14.51,0.00,0.00,0.00,18.75,4.970,13.81
25,5.260,42.70,6.670,0.00,22.22,23.17,15.38,27.23
26,0.00,34.31,0.00,0.00,0.00,13.64,8.060,31.77
27,0.00,18.58,11.11,0.00,27.27,21.75,4.590,19.38
28,0.00,2.480,0.00,0.00,0.00,0.00,0.00,2.240
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GF4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,6.150,18.41,5.130,4.550,8.360,20.19,5.250,17.71
