AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.82,0.00,0.00,14.29,2.51,1.14,2.25
25-29,0.00,0.00,0.00,0.00,0.00,4.67,0.00,3.11
30-34,0.00,1.32,0.00,0.00,0.00,9.04,2.78,7.02
35-39,0.00,2.47,25.00,0.00,0.00,8.29,0.00,7.02
40-44,0.00,1.28,0.00,0.00,0.00,10.56,5.56,8.76
45-49,0.00,14.52,0.00,0.00,0.00,16.85,5.88,15.65
50-54,0.00,14.49,0.00,0.00,0.00,15.48,15.15,15.20
55-59,33.33,9.33,0.00,0.00,0.00,18.45,6.45,16.41
60-64,0.00,19.28,0.00,0.00,0.00,24.26,16.67,23.02
65-OVER,0.00,19.05,0.00,100.0,0.00,33.25,22.00,31.48
TOTAL,5.88,8.49,1.43,20.00,5.26,17.83,6.97,15.58
