AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.88,3.39,0.00,0.00,0.00,4.68,2.15,3.76
25-29,0.00,2.82,6.06,0.00,0.00,3.14,1.30,2.84
30-34,0.00,5.62,11.76,0.00,0.00,5.47,2.08,5.22
35-39,11.11,7.84,0.00,0.00,0.00,6.18,4.79,6.51
40-44,6.25,9.95,0.00,0.00,17.65,8.24,7.53,8.79
45-49,0.00,10.34,7.14,0.00,0.00,10.41,8.33,10.12
50-54,6.25,14.64,0.00,0.00,0.00,12.95,5.37,12.93
55-59,0.00,17.65,14.29,0.00,25.00,15.16,6.32,15.38
60-64,0.00,21.76,16.67,0.00,14.29,21.86,7.35,20.95
65-OVER,8.70,24.72,10.53,0.00,15.38,24.91,17.54,24.41
TOTAL,4.35,13.11,5.34,0.00,5.63,14.45,6.37,13.28
