PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1054,0.00,25.00,0.00,0.00,0.00,19.86,4.260,18.82
1055,16.67,14.29,2.630,20.00,0.00,14.62,3.570,13.77
1056,0.00,26.71,6.450,0.00,8.330,17.04,4.270,16.46
1063,0.00,20.00,0.00,0.00,0.00,21.41,3.450,20.52
1064,0.00,36.67,0.00,0.00,100.0,21.89,0.00,22.60
1235,0.00,12.50,0.00,0.00,0.00,14.18,6.000,13.70
849-A,6.980,11.73,3.990,14.29,10.34,13.71,1.200,12.42
849-B,1.280,8.560,3.050,5.880,4.760,15.61,2.200,13.19
856,0.00,14.52,6.060,0.00,0.00,17.00,6.350,16.10
874,0.00,8.330,14.29,0.00,33.33,19.12,6.490,18.33
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
973,0.00,9.520,2.830,0.00,0.00,15.58,4.440,14.25
980,0.00,15.00,2.350,0.00,50.00,18.56,1.610,16.58
TOTAL,2.700,13.39,3.590,6.520,7.320,16.29,3.170,14.90
