PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
A,21.73,20.43,0.00,20.97
B,20.61,21.38,0.00,21.06
CS,23.03,21.64,0.00,22.28
CUBA,28.70,29.53,0.00,29.12
U,29.17,27.27,0.00,28.16
TOTAL,23.31,22.99,0.00,23.11
