PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ASHBURN,14.60,15.09,0.00,14.86
SYCAMORE,29.23,26.06,0.00,27.56
REBECCA,20.87,22.57,0.00,21.71
TOTAL,19.59,18.66,0.00,19.06
