PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
ACWORTH 1A,12.09,13.12,22.22,12.66
ACWORTH 1B,10.35,12.02,0.00,11.29
ACWORTH 1C,7.50,9.26,0.00,8.46
ADDISON 01,21.67,22.14,0.00,21.84
AUSTELL 1A,11.39,15.71,0.00,13.83
BELLS FERRY 02,16.71,17.89,25.00,17.33
BELLS FERRY 03,13.76,15.25,0.00,14.51
BIG SHANTY 01,12.16,13.01,0.00,12.58
BIG SHANTY 02,15.48,16.40,0.00,15.92
BAKER 01,10.59,10.23,14.29,10.40
BIRNEY 01,14.49,15.24,0.00,14.90
BIRNEY 02,16.40,20.02,0.00,18.36
BRYANT 01,17.69,24.50,0.00,21.57
BRYANT 02,8.54,11.45,0.00,10.30
BLACKWELL 01,17.72,20.47,0.00,19.13
CHATTAHOOCHEE 01,7.04,9.49,14.29,8.35
CHEATHAM HILL 02,19.16,18.72,0.00,18.91
CHEATHAM HILL 03,21.62,20.86,0.00,21.21
CHALKER 01,8.99,9.99,0.00,9.52
CLARKDALE 01,12.57,13.68,0.00,13.18
CLARKDALE 02,14.83,16.28,25.00,15.63
COOPER 01,10.55,13.52,0.00,12.29
CHESTNUT RIDGE 01,21.78,22.03,0.00,21.90
DICKERSON 01,22.03,21.67,0.00,21.83
DOBBINS 01,6.35,8.11,0.00,7.29
DOWELL 01,18.16,19.26,25.00,18.74
DODGEN 01,22.62,23.34,16.67,22.97
DURHAM 01,13.95,13.76,0.00,13.83
DAVIS 01,19.85,20.38,0.00,20.12
EASTSIDE 01,23.86,23.09,0.00,23.44
EASTSIDE 02,25.04,25.22,40.00,25.15
ELIZABETH 01,7.31,7.46,0.00,7.37
ELIZABETH 02,18.09,22.15,33.33,20.23
ELIZABETH 03,21.07,23.12,0.00,22.16
ELIZABETH 04,15.63,17.86,0.00,16.83
ELIZABETH 05,19.29,20.50,33.33,19.94
EAST PIEDMONT 01,13.85,15.09,0.00,14.52
FAIR OAKS 02,12.10,14.76,0.00,13.52
FAIR OAKS 04,8.87,9.47,0.00,9.18
FULLERS PARK 01,20.30,20.67,0.00,20.48
FORD 01,14.87,13.53,0.00,14.16
FREY 01,15.87,14.75,0.00,15.26
GARRISON MILL 01,20.63,23.07,25.00,21.89
GRITTERS 01,18.37,19.03,0.00,18.71
HARMONY-LELAND 01,15.56,21.58,12.50,18.96
HARRISON 01,18.70,20.82,0.00,19.80
HIGHTOWER 01,20.57,21.48,0.00,21.01
HAYES 01,16.63,16.40,40.00,16.54
KENNESAW 1A,13.17,12.21,0.00,12.62
KENNESAW 2A,12.78,11.69,0.00,12.20
KENNESAW 3A,8.89,10.07,0.00,9.58
KENNESAW 4A,12.84,14.79,0.00,13.88
KENNESAW 5A,15.15,16.49,0.00,15.85
KELL 01,15.83,19.50,0.00,17.73
KEMP 01,21.02,22.55,0.00,21.81
KEMP 02,19.70,21.28,0.00,20.49
KEMP 03,20.24,19.44,0.00,19.80
LASSITER 01,19.37,19.56,0.00,19.42
LINDLEY 01,16.24,20.92,0.00,18.72
LOST MOUNTAIN 01,21.37,23.97,0.00,22.72
LOST MOUNTAIN 02,16.46,16.33,0.00,16.36
LOST MOUNTAIN 03,20.35,21.28,0.00,20.81
LOST MOUNTAIN 04,16.52,17.43,0.00,16.99
MABLETON 01,17.34,20.04,16.67,18.81
MABLETON 02,10.69,14.00,0.00,12.47
MABLETON 03,18.98,19.76,0.00,19.35
MABLETON 04,25.64,25.69,0.00,25.62
MABRY 01,19.66,21.29,0.00,20.45
MACLAND 01,13.25,16.82,0.00,15.18
MURDOCK 01,21.49,21.83,0.00,21.62
MCEACHERN 01,18.47,19.70,0.00,19.11
MCCLESKEY 01,22.97,22.10,0.00,22.49
MCCLURE 01,17.10,17.34,0.00,17.21
MARIETTA 1A,7.68,8.33,0.00,8.00
MARIETTA 2A,23.40,26.23,0.00,24.90
MARIETTA 2B,17.42,17.55,0.00,17.48
MARIETTA 3A,15.66,16.52,0.00,16.17
MARIETTA 4A,31.54,30.33,0.00,30.86
MARIETTA 4B,15.71,17.84,0.00,16.89
MARIETTA 4C,20.80,19.58,100.0,20.17
MARIETTA 5A,11.08,14.35,0.00,12.89
MARIETTA 5B,5.25,7.83,0.00,6.68
MARIETTA 6A,7.73,9.54,0.00,8.72
MARIETTA 6B,20.39,22.24,25.00,21.40
MARIETTA 7A,6.14,6.55,0.00,6.34
MARS HILL 01,12.97,12.50,0.00,12.72
MARS HILL 02,11.48,13.30,0.00,12.42
MT BETHEL 01,21.44,20.99,12.50,21.19
MT BETHEL 03,18.81,21.79,12.50,20.43
MT BETHEL 04,23.48,21.09,0.00,22.20
NORTH COBB 01,15.22,16.30,0.00,15.74
NICKAJACK 01,10.70,14.11,0.00,12.63
NORTON PARK 01,15.34,14.54,0.00,14.89
NICHOLSON 01,17.44,19.24,0.00,18.38
OAKDALE 01,17.03,19.05,0.00,18.10
OREGON 01,23.58,25.84,0.00,24.70
OREGON 02,12.65,15.84,14.29,14.41
OREGON 03,7.79,10.71,0.00,9.39
OREGON 04,12.75,17.46,0.00,15.31
OREGON 05,19.85,21.60,0.00,20.74
PEBBLEBROOK 01,13.00,18.65,0.00,16.09
POWERS FERRY 01,15.89,16.38,0.00,16.14
PINE MOUNTAIN 01,17.33,15.87,0.00,16.57
PINE MOUNTAIN 02,21.93,20.89,25.00,21.40
POST OAK 01,18.87,18.24,40.00,18.58
POPE 01,19.30,19.71,50.00,19.53
PALMER 01,15.40,14.79,0.00,15.08
POWDER SPRINGS 1A,14.43,16.78,0.00,15.72
POWDER SPRINGS 2A,10.04,15.88,10.00,13.38
POWDER SPRINGS 3A,13.08,17.18,33.33,15.42
PITNER 01,13.32,13.89,0.00,13.59
ROCKY MOUNT 01,18.31,18.26,16.67,18.28
RIVERSIDE 01,7.82,14.99,0.00,11.92
ROSWELL 01,20.66,21.09,16.67,20.87
ROSWELL 02,19.21,17.92,14.29,18.55
SANDY PLAINS 01,17.57,20.43,0.00,19.03
SHALLOWFORD FALLS 01,22.02,20.41,0.00,21.17
SIMPSON 01,17.70,18.35,33.33,18.06
SEWELL MILL 01,18.36,18.52,25.00,18.45
SEWELL MILL 03,15.98,14.54,0.00,15.17
SMYRNA 1A,11.86,14.64,16.67,13.41
SMYRNA 2A,11.27,14.62,50.00,13.25
SMYRNA 3A,15.62,17.07,42.86,16.45
SMYRNA 4A,22.10,22.56,11.11,22.34
SMYRNA 5A,14.73,16.48,0.00,15.66
SMYRNA 6A,24.19,24.62,25.00,24.42
SMYRNA 7A,15.45,19.76,0.00,17.79
SOPE CREEK 01,26.39,26.43,0.00,26.37
SOPE CREEK 02,17.74,18.41,0.00,18.06
SOPE CREEK 03,21.11,20.88,0.00,20.94
SWEETWATER 01,16.08,16.64,100.0,16.41
SWEETWATER 02,8.71,11.34,0.00,10.33
TERRELL MILL 01,10.69,11.95,25.00,11.40
TIMBER RIDGE 01,21.30,23.35,0.00,22.33
VAUGHAN 01,19.68,18.30,0.00,18.96
VININGS 01,14.15,17.85,0.00,16.14
VININGS 02,11.65,13.50,28.57,12.69
VININGS 03,16.47,17.26,20.00,16.92
VININGS 04,28.62,26.55,14.29,27.48
WADE GREEN 02,13.66,14.95,16.67,14.35
WILLEO 01,19.28,20.33,0.00,19.78
TOTAL,15.81,16.99,7.93,16.44
